Date;JourDeLaSemaine;ZoneAnalyse;Age;CategorieVisiteurs;VisiteurUniqueSur;TypeDeJour;Volume
2017-05-30;Mardi;Zone FIMU;35-44;Resident;12 jours;Periode normale;7982
2017-05-30;Mardi;Zone FIMU;35-44;Resident;13 jours;Periode normale;8923
2017-05-30;Mardi;Zone FIMU;35-44;Resident;14 jours;Periode normale;618
2017-05-30;Mardi;Zone FIMU;35-44;Touriste Français;01 jours;Periode normale;4827
2017-05-30;Mardi;Zone FIMU;35-44;Touriste Français;02 jours;Periode normale;6720
2017-05-30;Mardi;Zone FIMU;35-44;Touriste Français;03 jours;Periode normale;4009
2017-05-30;Mardi;Zone FIMU;35-44;Touriste Français;04 jours;Periode normale;5721
2017-05-30;Mardi;Zone FIMU;35-44;Touriste Français;05 jours;Periode normale;3880
2017-05-30;Mardi;Zone FIMU;35-44;Touriste Français;06 jours;Periode normale;3306
2017-05-30;Mardi;Zone FIMU;35-44;Touriste Français;07 jours;Periode normale;3476
2017-05-30;Mardi;Zone FIMU;35-44;Touriste Français;08 jours;Periode normale;2348
2017-05-30;Mardi;Zone FIMU;35-44;Touriste Français;09 jours;Periode normale;3485
2017-05-30;Mardi;Zone FIMU;35-44;Touriste Français;10 jours;Periode normale;3697
2017-05-30;Mardi;Zone FIMU;35-44;Touriste Français;11 jours;Periode normale;4913
2017-05-30;Mardi;Zone FIMU;35-44;Touriste Français;12 jours;Periode normale;8971
2017-05-30;Mardi;Zone FIMU;35-44;Touriste Français;13 jours;Periode normale;7816
2017-05-30;Mardi;Zone FIMU;35-44;Touriste Français;14 jours;Periode normale;3064
2017-05-30;Mardi;Zone FIMU;45-54;Resident;01 jours;Periode normale;4111
2017-05-30;Mardi;Zone FIMU;45-54;Resident;02 jours;Periode normale;1999
2017-05-30;Mardi;Zone FIMU;45-54;Resident;03 jours;Periode normale;8354
2017-05-30;Mardi;Zone FIMU;45-54;Resident;04 jours;Periode normale;805
2017-05-30;Mardi;Zone FIMU;45-54;Resident;05 jours;Periode normale;4028
2017-05-30;Mardi;Zone FIMU;45-54;Resident;06 jours;Periode normale;8546
2017-05-30;Mardi;Zone FIMU;45-54;Resident;07 jours;Periode normale;9842
2017-05-30;Mardi;Zone FIMU;45-54;Resident;08 jours;Periode normale;4582
2017-05-30;Mardi;Zone FIMU;45-54;Resident;09 jours;Periode normale;9635
2017-05-30;Mardi;Zone FIMU;45-54;Resident;10 jours;Periode normale;9414
2017-05-30;Mardi;Zone FIMU;45-54;Resident;11 jours;Periode normale;9102
2017-05-30;Mardi;Zone FIMU;45-54;Resident;12 jours;Periode normale;9370
2017-05-30;Mardi;Zone FIMU;45-54;Resident;13 jours;Periode normale;9701
2017-05-30;Mardi;Zone FIMU;45-54;Resident;14 jours;Periode normale;3692
2017-05-30;Mardi;Zone FIMU;45-54;Touriste Français;01 jours;Periode normale;7014
2017-05-30;Mardi;Zone FIMU;45-54;Touriste Français;02 jours;Periode normale;6391
2017-05-30;Mardi;Zone FIMU;45-54;Touriste Français;03 jours;Periode normale;235
2017-05-30;Mardi;Zone FIMU;45-54;Touriste Français;04 jours;Periode normale;8553
2017-05-30;Mardi;Zone FIMU;45-54;Touriste Français;05 jours;Periode normale;2689
2017-05-30;Mardi;Zone FIMU;45-54;Touriste Français;06 jours;Periode normale;5974
2017-05-30;Mardi;Zone FIMU;45-54;Touriste Français;07 jours;Periode normale;1430
2017-05-30;Mardi;Zone FIMU;45-54;Touriste Français;08 jours;Periode normale;236
2017-05-30;Mardi;Zone FIMU;45-54;Touriste Français;09 jours;Periode normale;8702
2017-05-30;Mardi;Zone FIMU;45-54;Touriste Français;10 jours;Periode normale;548
2017-05-30;Mardi;Zone FIMU;45-54;Touriste Français;11 jours;Periode normale;2654
2017-05-30;Mardi;Zone FIMU;45-54;Touriste Français;12 jours;Periode normale;8584
2017-05-30;Mardi;Zone FIMU;45-54;Touriste Français;13 jours;Periode normale;6487
2017-05-30;Mardi;Zone FIMU;45-54;Touriste Français;14 jours;Periode normale;6097
2017-05-30;Mardi;Zone FIMU;55-64;Resident;01 jours;Periode normale;4182
2017-05-30;Mardi;Zone FIMU;55-64;Resident;02 jours;Periode normale;1284
2017-05-30;Mardi;Zone FIMU;55-64;Resident;03 jours;Periode normale;4895
2017-05-30;Mardi;Zone FIMU;55-64;Resident;04 jours;Periode normale;1265
2017-05-30;Mardi;Zone FIMU;55-64;Resident;05 jours;Periode normale;4303
2017-05-30;Mardi;Zone FIMU;55-64;Resident;06 jours;Periode normale;4468
2017-05-30;Mardi;Zone FIMU;55-64;Resident;07 jours;Periode normale;990
2017-05-30;Mardi;Zone FIMU;55-64;Resident;08 jours;Periode normale;8912
2017-05-30;Mardi;Zone FIMU;55-64;Resident;09 jours;Periode normale;6647
2017-05-30;Mardi;Zone FIMU;55-64;Resident;10 jours;Periode normale;591
2017-05-30;Mardi;Zone FIMU;55-64;Resident;11 jours;Periode normale;9927
2017-05-30;Mardi;Zone FIMU;55-64;Resident;12 jours;Periode normale;5440
2017-05-30;Mardi;Zone FIMU;55-64;Resident;13 jours;Periode normale;7689
2017-05-30;Mardi;Zone FIMU;55-64;Resident;14 jours;Periode normale;6021
2017-05-30;Mardi;Zone FIMU;55-64;Touriste Français;01 jours;Periode normale;8410
2017-05-30;Mardi;Zone FIMU;55-64;Touriste Français;02 jours;Periode normale;2500
2017-05-30;Mardi;Zone FIMU;55-64;Touriste Français;03 jours;Periode normale;9533
2017-05-30;Mardi;Zone FIMU;55-64;Touriste Français;04 jours;Periode normale;2185
2017-05-30;Mardi;Zone FIMU;55-64;Touriste Français;05 jours;Periode normale;6314
2017-05-30;Mardi;Zone FIMU;55-64;Touriste Français;06 jours;Periode normale;325
2017-05-30;Mardi;Zone FIMU;55-64;Touriste Français;07 jours;Periode normale;9825
2017-05-30;Mardi;Zone FIMU;55-64;Touriste Français;08 jours;Periode normale;3207
2017-05-30;Mardi;Zone FIMU;55-64;Touriste Français;09 jours;Periode normale;8005
2017-05-30;Mardi;Zone FIMU;55-64;Touriste Français;10 jours;Periode normale;1059
2017-05-30;Mardi;Zone FIMU;55-64;Touriste Français;11 jours;Periode normale;7440
2017-05-30;Mardi;Zone FIMU;55-64;Touriste Français;12 jours;Periode normale;8875
2017-05-30;Mardi;Zone FIMU;55-64;Touriste Français;13 jours;Periode normale;7889
2017-05-30;Mardi;Zone FIMU;55-64;Touriste Français;14 jours;Periode normale;1613
2017-05-30;Mardi;Zone FIMU;<18;Resident;01 jours;Periode normale;6569
2017-05-30;Mardi;Zone FIMU;<18;Resident;02 jours;Periode normale;1653
2017-05-30;Mardi;Zone FIMU;<18;Resident;03 jours;Periode normale;9373
2017-05-30;Mardi;Zone FIMU;<18;Resident;04 jours;Periode normale;7861
2017-05-30;Mardi;Zone FIMU;<18;Resident;05 jours;Periode normale;6378
2017-05-30;Mardi;Zone FIMU;<18;Resident;06 jours;Periode normale;8180
2017-05-30;Mardi;Zone FIMU;<18;Resident;07 jours;Periode normale;8369
2017-05-30;Mardi;Zone FIMU;<18;Resident;08 jours;Periode normale;2227
2017-05-30;Mardi;Zone FIMU;<18;Resident;09 jours;Periode normale;7468
2017-05-30;Mardi;Zone FIMU;<18;Resident;10 jours;Periode normale;9746
2017-05-30;Mardi;Zone FIMU;<18;Resident;11 jours;Periode normale;5440
2017-05-30;Mardi;Zone FIMU;<18;Resident;12 jours;Periode normale;4298
2017-05-30;Mardi;Zone FIMU;<18;Resident;13 jours;Periode normale;4613
2017-05-30;Mardi;Zone FIMU;<18;Resident;14 jours;Periode normale;8793
2017-05-30;Mardi;Zone FIMU;<18;Touriste Français;01 jours;Periode normale;6447
2017-05-30;Mardi;Zone FIMU;<18;Touriste Français;02 jours;Periode normale;9095
2017-05-30;Mardi;Zone FIMU;<18;Touriste Français;03 jours;Periode normale;6945
2017-05-30;Mardi;Zone FIMU;<18;Touriste Français;04 jours;Periode normale;795
2017-05-30;Mardi;Zone FIMU;<18;Touriste Français;05 jours;Periode normale;1658
2017-05-30;Mardi;Zone FIMU;<18;Touriste Français;06 jours;Periode normale;4776
2017-05-30;Mardi;Zone FIMU;<18;Touriste Français;07 jours;Periode normale;3791
2017-05-30;Mardi;Zone FIMU;<18;Touriste Français;08 jours;Periode normale;1405
2017-05-30;Mardi;Zone FIMU;<18;Touriste Français;09 jours;Periode normale;672
2017-05-30;Mardi;Zone FIMU;<18;Touriste Français;10 jours;Periode normale;9378
2017-05-30;Mardi;Zone FIMU;<18;Touriste Français;11 jours;Periode normale;4935
2017-05-30;Mardi;Zone FIMU;<18;Touriste Français;12 jours;Periode normale;1855
2017-05-30;Mardi;Zone FIMU;<18;Touriste Français;13 jours;Periode normale;1069
2017-05-30;Mardi;Zone FIMU;<18;Touriste Français;14 jours;Periode normale;5482
2017-05-30;Mardi;Zone FIMU;>65;Resident;01 jours;Periode normale;1869
2017-05-30;Mardi;Zone FIMU;>65;Resident;02 jours;Periode normale;1903
2017-05-30;Mardi;Zone FIMU;>65;Resident;03 jours;Periode normale;5734
2017-05-30;Mardi;Zone FIMU;>65;Resident;04 jours;Periode normale;1342
2017-05-30;Mardi;Zone FIMU;>65;Resident;05 jours;Periode normale;1305
2017-05-30;Mardi;Zone FIMU;>65;Resident;06 jours;Periode normale;4028
2017-05-30;Mardi;Zone FIMU;>65;Resident;07 jours;Periode normale;3332
2017-05-30;Mardi;Zone FIMU;>65;Resident;08 jours;Periode normale;5893
2017-05-30;Mardi;Zone FIMU;>65;Resident;09 jours;Periode normale;8579
2017-05-30;Mardi;Zone FIMU;>65;Resident;10 jours;Periode normale;1792
2017-05-30;Mardi;Zone FIMU;>65;Resident;11 jours;Periode normale;7156
2017-05-30;Mardi;Zone FIMU;>65;Resident;12 jours;Periode normale;1166
2017-05-30;Mardi;Zone FIMU;>65;Resident;13 jours;Periode normale;8699
2017-05-30;Mardi;Zone FIMU;>65;Resident;14 jours;Periode normale;3470
2017-05-30;Mardi;Zone FIMU;>65;Touriste Français;01 jours;Periode normale;5647
2017-05-30;Mardi;Zone FIMU;>65;Touriste Français;02 jours;Periode normale;7282
2017-05-30;Mardi;Zone FIMU;>65;Touriste Français;03 jours;Periode normale;1405
2017-05-30;Mardi;Zone FIMU;>65;Touriste Français;04 jours;Periode normale;7837
2017-05-30;Mardi;Zone FIMU;>65;Touriste Français;05 jours;Periode normale;27
2017-05-30;Mardi;Zone FIMU;>65;Touriste Français;06 jours;Periode normale;2736
2017-05-30;Mardi;Zone FIMU;>65;Touriste Français;07 jours;Periode normale;2339
2017-05-30;Mardi;Zone FIMU;>65;Touriste Français;08 jours;Periode normale;88
2017-05-30;Mardi;Zone FIMU;>65;Touriste Français;09 jours;Periode normale;4315
2017-05-30;Mardi;Zone FIMU;>65;Touriste Français;10 jours;Periode normale;7972
2017-05-30;Mardi;Zone FIMU;>65;Touriste Français;11 jours;Periode normale;2807
2017-05-30;Mardi;Zone FIMU;>65;Touriste Français;12 jours;Periode normale;8493
2017-05-30;Mardi;Zone FIMU;>65;Touriste Français;13 jours;Periode normale;6049
2017-05-30;Mardi;Zone FIMU;>65;Touriste Français;14 jours;Periode normale;2673
2017-05-31;Mercredi;Zone FIMU;18-24;Resident;01 jours;Periode normale;1908
2017-05-31;Mercredi;Zone FIMU;18-24;Resident;02 jours;Periode normale;8683
2017-05-31;Mercredi;Zone FIMU;18-24;Resident;03 jours;Periode normale;7666
2017-05-31;Mercredi;Zone FIMU;18-24;Resident;04 jours;Periode normale;4229
2017-05-31;Mercredi;Zone FIMU;18-24;Resident;05 jours;Periode normale;3011
2017-05-31;Mercredi;Zone FIMU;18-24;Resident;06 jours;Periode normale;6397
2017-05-31;Mercredi;Zone FIMU;18-24;Resident;07 jours;Periode normale;2703
2017-05-31;Mercredi;Zone FIMU;18-24;Resident;08 jours;Periode normale;7792
2017-05-31;Mercredi;Zone FIMU;18-24;Resident;09 jours;Periode normale;408
2017-05-31;Mercredi;Zone FIMU;18-24;Resident;10 jours;Periode normale;8055
2017-05-31;Mercredi;Zone FIMU;18-24;Resident;11 jours;Periode normale;7473
2017-05-31;Mercredi;Zone FIMU;18-24;Resident;12 jours;Periode normale;6873
2017-05-31;Mercredi;Zone FIMU;18-24;Resident;13 jours;Periode normale;2859
2017-05-31;Mercredi;Zone FIMU;18-24;Resident;14 jours;Periode normale;2912
2017-05-31;Mercredi;Zone FIMU;18-24;Touriste Français;01 jours;Periode normale;6936
2017-05-31;Mercredi;Zone FIMU;18-24;Touriste Français;02 jours;Periode normale;977
2017-05-31;Mercredi;Zone FIMU;18-24;Touriste Français;03 jours;Periode normale;6047
2017-05-31;Mercredi;Zone FIMU;18-24;Touriste Français;04 jours;Periode normale;9651
2017-05-31;Mercredi;Zone FIMU;18-24;Touriste Français;05 jours;Periode normale;2940
2017-05-31;Mercredi;Zone FIMU;18-24;Touriste Français;06 jours;Periode normale;4611
2017-05-31;Mercredi;Zone FIMU;18-24;Touriste Français;07 jours;Periode normale;3850
2017-05-31;Mercredi;Zone FIMU;18-24;Touriste Français;08 jours;Periode normale;4830
2017-05-31;Mercredi;Zone FIMU;18-24;Touriste Français;09 jours;Periode normale;6170
2017-05-31;Mercredi;Zone FIMU;18-24;Touriste Français;10 jours;Periode normale;3117
2017-05-31;Mercredi;Zone FIMU;18-24;Touriste Français;11 jours;Periode normale;4390
2017-05-31;Mercredi;Zone FIMU;18-24;Touriste Français;12 jours;Periode normale;6479
2017-05-31;Mercredi;Zone FIMU;18-24;Touriste Français;13 jours;Periode normale;5536
2017-05-31;Mercredi;Zone FIMU;18-24;Touriste Français;14 jours;Periode normale;7142
2017-05-31;Mercredi;Zone FIMU;25-34;Resident;01 jours;Periode normale;1506
2017-05-31;Mercredi;Zone FIMU;25-34;Resident;02 jours;Periode normale;4810
2017-05-31;Mercredi;Zone FIMU;25-34;Resident;03 jours;Periode normale;2113
2017-05-31;Mercredi;Zone FIMU;25-34;Resident;04 jours;Periode normale;8573
2017-05-31;Mercredi;Zone FIMU;25-34;Resident;05 jours;Periode normale;8004
2017-05-31;Mercredi;Zone FIMU;25-34;Resident;06 jours;Periode normale;6880
2017-05-31;Mercredi;Zone FIMU;25-34;Resident;07 jours;Periode normale;620
2017-05-31;Mercredi;Zone FIMU;25-34;Resident;08 jours;Periode normale;2542
2017-05-31;Mercredi;Zone FIMU;25-34;Resident;09 jours;Periode normale;6064
2017-05-31;Mercredi;Zone FIMU;25-34;Resident;10 jours;Periode normale;6821
2017-05-31;Mercredi;Zone FIMU;25-34;Resident;11 jours;Periode normale;2807
2017-05-31;Mercredi;Zone FIMU;25-34;Resident;12 jours;Periode normale;3435
2017-05-31;Mercredi;Zone FIMU;25-34;Resident;13 jours;Periode normale;9620
2017-05-31;Mercredi;Zone FIMU;25-34;Resident;14 jours;Periode normale;6442
2017-05-31;Mercredi;Zone FIMU;25-34;Touriste Français;01 jours;Periode normale;459
2017-05-31;Mercredi;Zone FIMU;25-34;Touriste Français;02 jours;Periode normale;9108
2017-05-31;Mercredi;Zone FIMU;25-34;Touriste Français;03 jours;Periode normale;6613
2017-05-31;Mercredi;Zone FIMU;25-34;Touriste Français;04 jours;Periode normale;4260
2017-05-31;Mercredi;Zone FIMU;25-34;Touriste Français;05 jours;Periode normale;9237
2017-05-31;Mercredi;Zone FIMU;25-34;Touriste Français;06 jours;Periode normale;5470
2017-05-31;Mercredi;Zone FIMU;25-34;Touriste Français;07 jours;Periode normale;6618
2017-05-31;Mercredi;Zone FIMU;25-34;Touriste Français;08 jours;Periode normale;7893
2017-05-31;Mercredi;Zone FIMU;25-34;Touriste Français;09 jours;Periode normale;6522
2017-05-31;Mercredi;Zone FIMU;25-34;Touriste Français;10 jours;Periode normale;2402
2017-05-31;Mercredi;Zone FIMU;25-34;Touriste Français;11 jours;Periode normale;630
2017-05-31;Mercredi;Zone FIMU;25-34;Touriste Français;12 jours;Periode normale;7069
2017-05-31;Mercredi;Zone FIMU;25-34;Touriste Français;13 jours;Periode normale;3737
2017-05-31;Mercredi;Zone FIMU;25-34;Touriste Français;14 jours;Periode normale;8660
2017-05-31;Mercredi;Zone FIMU;35-44;Resident;01 jours;Periode normale;7248
2017-05-31;Mercredi;Zone FIMU;35-44;Resident;02 jours;Periode normale;9278
2017-05-31;Mercredi;Zone FIMU;35-44;Resident;03 jours;Periode normale;2373
2017-05-31;Mercredi;Zone FIMU;35-44;Resident;04 jours;Periode normale;8982
2017-05-31;Mercredi;Zone FIMU;35-44;Resident;05 jours;Periode normale;8560
2017-05-31;Mercredi;Zone FIMU;35-44;Resident;06 jours;Periode normale;2517
2017-05-31;Mercredi;Zone FIMU;35-44;Resident;07 jours;Periode normale;4756
2017-05-31;Mercredi;Zone FIMU;35-44;Resident;08 jours;Periode normale;1477
2017-05-31;Mercredi;Zone FIMU;35-44;Resident;09 jours;Periode normale;4980
2017-05-31;Mercredi;Zone FIMU;35-44;Resident;10 jours;Periode normale;7606
2017-05-31;Mercredi;Zone FIMU;35-44;Resident;11 jours;Periode normale;7875
2017-05-31;Mercredi;Zone FIMU;35-44;Resident;12 jours;Periode normale;3734
2017-05-31;Mercredi;Zone FIMU;35-44;Resident;13 jours;Periode normale;4520
2017-05-31;Mercredi;Zone FIMU;35-44;Resident;14 jours;Periode normale;602
2017-05-31;Mercredi;Zone FIMU;35-44;Touriste Français;01 jours;Periode normale;1410
2017-05-31;Mercredi;Zone FIMU;35-44;Touriste Français;02 jours;Periode normale;2175
2017-05-31;Mercredi;Zone FIMU;35-44;Touriste Français;03 jours;Periode normale;4861
2017-05-31;Mercredi;Zone FIMU;35-44;Touriste Français;04 jours;Periode normale;9252
2017-05-31;Mercredi;Zone FIMU;35-44;Touriste Français;05 jours;Periode normale;2305
2017-05-31;Mercredi;Zone FIMU;35-44;Touriste Français;06 jours;Periode normale;2343
2017-05-31;Mercredi;Zone FIMU;35-44;Touriste Français;07 jours;Periode normale;1445
2017-05-31;Mercredi;Zone FIMU;35-44;Touriste Français;08 jours;Periode normale;9243
2017-05-31;Mercredi;Zone FIMU;35-44;Touriste Français;09 jours;Periode normale;5094
2017-05-31;Mercredi;Zone FIMU;35-44;Touriste Français;10 jours;Periode normale;6932
2017-05-31;Mercredi;Zone FIMU;35-44;Touriste Français;11 jours;Periode normale;8658
2017-05-31;Mercredi;Zone FIMU;35-44;Touriste Français;12 jours;Periode normale;8129
2017-05-31;Mercredi;Zone FIMU;35-44;Touriste Français;13 jours;Periode normale;1326
2017-05-31;Mercredi;Zone FIMU;35-44;Touriste Français;14 jours;Periode normale;2350
2017-05-31;Mercredi;Zone FIMU;45-54;Resident;01 jours;Periode normale;5206
2017-05-31;Mercredi;Zone FIMU;45-54;Resident;02 jours;Periode normale;7752
2017-05-31;Mercredi;Zone FIMU;45-54;Resident;03 jours;Periode normale;7684
2017-05-31;Mercredi;Zone FIMU;45-54;Resident;04 jours;Periode normale;8921
2017-05-31;Mercredi;Zone FIMU;45-54;Resident;05 jours;Periode normale;6146
2017-05-31;Mercredi;Zone FIMU;45-54;Resident;06 jours;Periode normale;258
2017-05-31;Mercredi;Zone FIMU;45-54;Resident;07 jours;Periode normale;7839
2017-05-31;Mercredi;Zone FIMU;45-54;Resident;08 jours;Periode normale;2314
2017-05-31;Mercredi;Zone FIMU;45-54;Resident;09 jours;Periode normale;1924
2017-05-31;Mercredi;Zone FIMU;45-54;Resident;10 jours;Periode normale;6466
2017-05-31;Mercredi;Zone FIMU;45-54;Resident;11 jours;Periode normale;5198
2017-05-31;Mercredi;Zone FIMU;45-54;Resident;12 jours;Periode normale;7012
2017-05-31;Mercredi;Zone FIMU;45-54;Resident;13 jours;Periode normale;4348
2017-05-31;Mercredi;Zone FIMU;45-54;Resident;14 jours;Periode normale;1176
2017-05-31;Mercredi;Zone FIMU;45-54;Touriste Français;01 jours;Periode normale;9878
2017-05-31;Mercredi;Zone FIMU;45-54;Touriste Français;02 jours;Periode normale;8837
2017-05-31;Mercredi;Zone FIMU;45-54;Touriste Français;03 jours;Periode normale;5780
2017-05-31;Mercredi;Zone FIMU;45-54;Touriste Français;04 jours;Periode normale;3353
2017-05-31;Mercredi;Zone FIMU;45-54;Touriste Français;05 jours;Periode normale;5287
2017-05-31;Mercredi;Zone FIMU;45-54;Touriste Français;06 jours;Periode normale;1132
2017-05-31;Mercredi;Zone FIMU;45-54;Touriste Français;07 jours;Periode normale;7219
2017-05-31;Mercredi;Zone FIMU;45-54;Touriste Français;08 jours;Periode normale;861
2017-05-31;Mercredi;Zone FIMU;45-54;Touriste Français;09 jours;Periode normale;3060
2017-05-31;Mercredi;Zone FIMU;45-54;Touriste Français;10 jours;Periode normale;127
2017-05-31;Mercredi;Zone FIMU;45-54;Touriste Français;11 jours;Periode normale;4622
2017-05-31;Mercredi;Zone FIMU;45-54;Touriste Français;12 jours;Periode normale;7214
2017-05-31;Mercredi;Zone FIMU;45-54;Touriste Français;13 jours;Periode normale;8580
2017-05-31;Mercredi;Zone FIMU;45-54;Touriste Français;14 jours;Periode normale;7002
2017-05-31;Mercredi;Zone FIMU;55-64;Resident;01 jours;Periode normale;8279
2017-05-31;Mercredi;Zone FIMU;55-64;Resident;02 jours;Periode normale;1914
2017-05-31;Mercredi;Zone FIMU;55-64;Resident;03 jours;Periode normale;5312
2017-05-31;Mercredi;Zone FIMU;55-64;Resident;04 jours;Periode normale;8679
2017-05-31;Mercredi;Zone FIMU;55-64;Resident;05 jours;Periode normale;8181
2017-05-31;Mercredi;Zone FIMU;55-64;Resident;06 jours;Periode normale;2090
2017-05-31;Mercredi;Zone FIMU;55-64;Resident;07 jours;Periode normale;7871
2017-05-31;Mercredi;Zone FIMU;55-64;Resident;08 jours;Periode normale;161
2017-05-31;Mercredi;Zone FIMU;55-64;Resident;09 jours;Periode normale;8680
2017-05-31;Mercredi;Zone FIMU;55-64;Resident;10 jours;Periode normale;4958
2017-05-31;Mercredi;Zone FIMU;55-64;Resident;11 jours;Periode normale;1994
2017-05-31;Mercredi;Zone FIMU;55-64;Resident;12 jours;Periode normale;8628
2017-05-31;Mercredi;Zone FIMU;55-64;Resident;13 jours;Periode normale;9621
2017-05-31;Mercredi;Zone FIMU;55-64;Resident;14 jours;Periode normale;3839
2017-05-31;Mercredi;Zone FIMU;55-64;Touriste Français;01 jours;Periode normale;422
2017-05-31;Mercredi;Zone FIMU;55-64;Touriste Français;02 jours;Periode normale;4847
2017-05-31;Mercredi;Zone FIMU;55-64;Touriste Français;03 jours;Periode normale;6415
2017-05-31;Mercredi;Zone FIMU;55-64;Touriste Français;04 jours;Periode normale;23
2017-05-31;Mercredi;Zone FIMU;55-64;Touriste Français;05 jours;Periode normale;385
2017-05-31;Mercredi;Zone FIMU;55-64;Touriste Français;06 jours;Periode normale;5271
2017-05-31;Mercredi;Zone FIMU;55-64;Touriste Français;07 jours;Periode normale;1832
2017-05-31;Mercredi;Zone FIMU;55-64;Touriste Français;08 jours;Periode normale;5922
2017-05-31;Mercredi;Zone FIMU;55-64;Touriste Français;09 jours;Periode normale;4038
2017-05-31;Mercredi;Zone FIMU;55-64;Touriste Français;10 jours;Periode normale;3456
2017-05-31;Mercredi;Zone FIMU;55-64;Touriste Français;11 jours;Periode normale;4708
2017-05-31;Mercredi;Zone FIMU;55-64;Touriste Français;12 jours;Periode normale;6120
2017-05-31;Mercredi;Zone FIMU;55-64;Touriste Français;13 jours;Periode normale;9067
2017-05-31;Mercredi;Zone FIMU;55-64;Touriste Français;14 jours;Periode normale;5323
2017-05-31;Mercredi;Zone FIMU;<18;Resident;01 jours;Periode normale;3152
2017-05-31;Mercredi;Zone FIMU;<18;Resident;02 jours;Periode normale;7763
2017-05-31;Mercredi;Zone FIMU;<18;Resident;03 jours;Periode normale;5194
2017-05-31;Mercredi;Zone FIMU;<18;Resident;04 jours;Periode normale;3935
2017-05-31;Mercredi;Zone FIMU;<18;Resident;05 jours;Periode normale;9456
2017-05-31;Mercredi;Zone FIMU;<18;Resident;06 jours;Periode normale;5498
2017-05-31;Mercredi;Zone FIMU;<18;Resident;07 jours;Periode normale;8532
2017-05-31;Mercredi;Zone FIMU;<18;Resident;08 jours;Periode normale;7236
2017-05-31;Mercredi;Zone FIMU;<18;Resident;09 jours;Periode normale;8995
2017-05-31;Mercredi;Zone FIMU;<18;Resident;10 jours;Periode normale;5457
2017-05-31;Mercredi;Zone FIMU;<18;Resident;11 jours;Periode normale;9673
2017-05-31;Mercredi;Zone FIMU;<18;Resident;12 jours;Periode normale;2060
2017-05-31;Mercredi;Zone FIMU;<18;Resident;13 jours;Periode normale;7188
2017-05-31;Mercredi;Zone FIMU;<18;Resident;14 jours;Periode normale;4704
2017-05-31;Mercredi;Zone FIMU;<18;Touriste Français;01 jours;Periode normale;2939
2017-05-31;Mercredi;Zone FIMU;<18;Touriste Français;02 jours;Periode normale;7852
2017-05-31;Mercredi;Zone FIMU;<18;Touriste Français;03 jours;Periode normale;8558
2017-05-31;Mercredi;Zone FIMU;<18;Touriste Français;04 jours;Periode normale;9200
2017-05-31;Mercredi;Zone FIMU;<18;Touriste Français;05 jours;Periode normale;852
2017-05-31;Mercredi;Zone FIMU;<18;Touriste Français;06 jours;Periode normale;3412
2017-05-31;Mercredi;Zone FIMU;<18;Touriste Français;07 jours;Periode normale;386
2017-05-31;Mercredi;Zone FIMU;<18;Touriste Français;08 jours;Periode normale;5922
2017-05-31;Mercredi;Zone FIMU;<18;Touriste Français;09 jours;Periode normale;9526
2017-05-31;Mercredi;Zone FIMU;<18;Touriste Français;10 jours;Periode normale;6917
2017-05-31;Mercredi;Zone FIMU;<18;Touriste Français;11 jours;Periode normale;8816
2017-05-31;Mercredi;Zone FIMU;<18;Touriste Français;12 jours;Periode normale;5382
2017-05-31;Mercredi;Zone FIMU;<18;Touriste Français;13 jours;Periode normale;6847
2017-05-31;Mercredi;Zone FIMU;<18;Touriste Français;14 jours;Periode normale;5020
2017-05-31;Mercredi;Zone FIMU;>65;Resident;01 jours;Periode normale;5335
2017-05-31;Mercredi;Zone FIMU;>65;Resident;02 jours;Periode normale;7935
2017-05-31;Mercredi;Zone FIMU;>65;Resident;03 jours;Periode normale;4778
2017-05-31;Mercredi;Zone FIMU;>65;Resident;04 jours;Periode normale;4096
2017-05-31;Mercredi;Zone FIMU;>65;Resident;05 jours;Periode normale;5617
2017-05-31;Mercredi;Zone FIMU;>65;Resident;06 jours;Periode normale;1046
2017-05-31;Mercredi;Zone FIMU;>65;Resident;07 jours;Periode normale;6016
2017-05-31;Mercredi;Zone FIMU;>65;Resident;08 jours;Periode normale;6418
2017-05-31;Mercredi;Zone FIMU;>65;Resident;09 jours;Periode normale;2116
2017-05-31;Mercredi;Zone FIMU;>65;Resident;10 jours;Periode normale;7755
2017-05-31;Mercredi;Zone FIMU;>65;Resident;11 jours;Periode normale;141
2017-05-31;Mercredi;Zone FIMU;>65;Resident;12 jours;Periode normale;2429
2017-05-31;Mercredi;Zone FIMU;>65;Resident;13 jours;Periode normale;1253
2017-05-31;Mercredi;Zone FIMU;>65;Resident;14 jours;Periode normale;4667
2017-05-31;Mercredi;Zone FIMU;>65;Touriste Français;01 jours;Periode normale;2674
2017-05-31;Mercredi;Zone FIMU;>65;Touriste Français;02 jours;Periode normale;1191
2017-05-31;Mercredi;Zone FIMU;>65;Touriste Français;03 jours;Periode normale;275
2017-05-31;Mercredi;Zone FIMU;>65;Touriste Français;04 jours;Periode normale;6353
2017-05-31;Mercredi;Zone FIMU;>65;Touriste Français;05 jours;Periode normale;719
2017-05-31;Mercredi;Zone FIMU;>65;Touriste Français;06 jours;Periode normale;5840
2017-05-31;Mercredi;Zone FIMU;>65;Touriste Français;07 jours;Periode normale;9437
2017-05-31;Mercredi;Zone FIMU;>65;Touriste Français;08 jours;Periode normale;5747
