Date;JourDeLaSemaine;Heure;ZoneAnalyse;Presence30Min;CategorieVisiteurs;TypeDeJour;Volume
2017-05-31;Mercredi;15:00:00;Zone FIMU;Present;Resident;Periode normale;1051
2017-05-31;Mercredi;15:00:00;Zone FIMU;Present;Touriste Français;Periode normale;2789
2017-05-31;Mercredi;15:30:00;Zone FIMU;Present;Resident;Periode normale;9026
2017-05-31;Mercredi;15:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;3467
2017-05-31;Mercredi;15:30:00;Zone FIMU;Present;Touriste Français;Periode normale;8845
2017-05-31;Mercredi;16:00:00;Zone FIMU;Present;Resident;Periode normale;3673
2017-05-31;Mercredi;16:00:00;Zone FIMU;Present;Touriste Français;Periode normale;1466
2017-05-31;Mercredi;16:30:00;Zone FIMU;Present;Resident;Periode normale;1219
2017-05-31;Mercredi;16:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;9977
2017-05-31;Mercredi;16:30:00;Zone FIMU;Present;Touriste Français;Periode normale;2543
2017-05-31;Mercredi;17:00:00;Zone FIMU;Present;Resident;Periode normale;2707
2017-05-31;Mercredi;17:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;808
2017-05-31;Mercredi;17:00:00;Zone FIMU;Present;Touriste Français;Periode normale;4102
2017-05-31;Mercredi;17:30:00;Zone FIMU;Present;Resident;Periode normale;1299
2017-05-31;Mercredi;17:30:00;Zone FIMU;Present;Touriste Français;Periode normale;6735
2017-05-31;Mercredi;18:00:00;Zone FIMU;Present;Resident;Periode normale;825
2017-05-31;Mercredi;18:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;5977
2017-05-31;Mercredi;18:00:00;Zone FIMU;Present;Touriste Français;Periode normale;9906
2017-05-31;Mercredi;18:30:00;Zone FIMU;Present;Resident;Periode normale;5401
2017-05-31;Mercredi;18:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;8532
2017-05-31;Mercredi;18:30:00;Zone FIMU;Present;Touriste Français;Periode normale;6283
2017-05-31;Mercredi;19:00:00;Zone FIMU;Present;Resident;Periode normale;3213
2017-05-31;Mercredi;19:00:00;Zone FIMU;Present;Touriste Français;Periode normale;8077
2017-05-31;Mercredi;19:30:00;Zone FIMU;Present;Resident;Periode normale;4993
2017-05-31;Mercredi;19:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;4703
2017-05-31;Mercredi;19:30:00;Zone FIMU;Present;Touriste Français;Periode normale;7214
2017-05-31;Mercredi;20:00:00;Zone FIMU;Present;Resident;Periode normale;6224
2017-05-31;Mercredi;20:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;9630
2017-05-31;Mercredi;20:00:00;Zone FIMU;Present;Touriste Français;Periode normale;2794
2017-05-31;Mercredi;20:30:00;Zone FIMU;Present;Resident;Periode normale;4800
2017-05-31;Mercredi;20:30:00;Zone FIMU;Present;Touriste Etranger;Periode normale;1867
2017-05-31;Mercredi;20:30:00;Zone FIMU;Present;Touriste Français;Periode normale;3669
2017-05-31;Mercredi;21:00:00;Zone FIMU;Present;Resident;Periode normale;3656
2017-05-31;Mercredi;21:00:00;Zone FIMU;Present;Touriste Etranger;Periode normale;5134
2017-05-31;Mercredi;21:00:00;Zone FIMU;Present;Touriste Français;Periode normale;5887
2017-05-31;Mercredi;21:30:00;Zone FIMU;Present;Resident;Periode normale;8051
2017-05-31;Mercredi;21:30:00;Zone FIMU;Present;Touriste Français;Periode normale;7097
2017-05-31;Mercredi;22:00:00;Zone FIMU;Present;Resident;Periode normale;5840
2017-05-31;Mercredi;22:00:00;Zone FIMU;Present;Touriste Français;Periode normale;6861
2017-05-31;Mercredi;22:30:00;Zone FIMU;Present;Resident;Periode normale;6690
2017-05-31;Mercredi;22:30:00;Zone FIMU;Present;Touriste Français;Periode normale;286
2017-05-31;Mercredi;23:00:00;Zone FIMU;Present;Resident;Periode normale;8551
2017-05-31;Mercredi;23:00:00;Zone FIMU;Present;Touriste Français;Periode normale;9377
2017-05-31;Mercredi;23:30:00;Zone FIMU;Present;Resident;Periode normale;5136
2017-05-31;Mercredi;23:30:00;Zone FIMU;Present;Touriste Français;Periode normale;917
2017-06-01;Jeudi;00:00:00;Zone FIMU;Present;Resident;Periode evenement;1784
2017-06-01;Jeudi;00:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;8926
2017-06-01;Jeudi;00:30:00;Zone FIMU;Present;Resident;Periode evenement;7082
2017-06-01;Jeudi;00:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;2834
2017-06-01;Jeudi;01:00:00;Zone FIMU;Present;Resident;Periode evenement;1662
2017-06-01;Jeudi;01:00:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;3885
2017-06-01;Jeudi;01:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;6191
2017-06-01;Jeudi;01:30:00;Zone FIMU;Present;Resident;Periode evenement;2770
2017-06-01;Jeudi;01:30:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;5394
2017-06-01;Jeudi;01:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;9788
2017-06-01;Jeudi;02:00:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;5209
2017-06-01;Jeudi;02:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;8052
2017-06-01;Jeudi;02:30:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;9186
2017-06-01;Jeudi;02:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;7175
2017-06-01;Jeudi;03:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;2581
2017-06-01;Jeudi;04:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;6748
2017-06-01;Jeudi;05:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;1203
2017-06-01;Jeudi;05:30:00;Zone FIMU;Present;Resident;Periode evenement;367
2017-06-01;Jeudi;05:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;9462
2017-06-01;Jeudi;06:00:00;Zone FIMU;Present;Resident;Periode evenement;7041
2017-06-01;Jeudi;06:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;1546
2017-06-01;Jeudi;06:30:00;Zone FIMU;Present;Resident;Periode evenement;7164
2017-06-01;Jeudi;06:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;9380
2017-06-01;Jeudi;07:00:00;Zone FIMU;Present;Resident;Periode evenement;2427
2017-06-01;Jeudi;07:00:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;738
2017-06-01;Jeudi;07:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;7795
2017-06-01;Jeudi;07:30:00;Zone FIMU;Present;Resident;Periode evenement;3240
2017-06-01;Jeudi;07:30:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;7849
2017-06-01;Jeudi;07:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;8963
2017-06-01;Jeudi;08:00:00;Zone FIMU;Present;Resident;Periode evenement;1219
2017-06-01;Jeudi;08:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;8489
2017-06-01;Jeudi;08:30:00;Zone FIMU;Present;Resident;Periode evenement;1120
2017-06-01;Jeudi;08:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;3197
2017-06-01;Jeudi;09:00:00;Zone FIMU;Present;Resident;Periode evenement;2330
2017-06-01;Jeudi;09:00:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;1834
2017-06-01;Jeudi;09:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;5140
2017-06-01;Jeudi;09:30:00;Zone FIMU;Present;Resident;Periode evenement;2407
2017-06-01;Jeudi;09:30:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;8157
2017-06-01;Jeudi;09:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;4962
2017-06-01;Jeudi;10:00:00;Zone FIMU;Present;Resident;Periode evenement;3310
2017-06-01;Jeudi;10:00:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;3369
2017-06-01;Jeudi;10:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;2361
2017-06-01;Jeudi;10:30:00;Zone FIMU;Present;Resident;Periode evenement;3153
2017-06-01;Jeudi;10:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;1333
2017-06-01;Jeudi;11:00:00;Zone FIMU;Present;Resident;Periode evenement;5875
2017-06-01;Jeudi;11:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;146
2017-06-01;Jeudi;11:30:00;Zone FIMU;Present;Resident;Periode evenement;6565
2017-06-01;Jeudi;11:30:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;982
2017-06-01;Jeudi;11:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;124
2017-06-01;Jeudi;12:00:00;Zone FIMU;Present;Resident;Periode evenement;2186
2017-06-01;Jeudi;12:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;4882
2017-06-01;Jeudi;12:30:00;Zone FIMU;Present;Resident;Periode evenement;6926
2017-06-01;Jeudi;12:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;6310
2017-06-01;Jeudi;13:00:00;Zone FIMU;Present;Resident;Periode evenement;1213
2017-06-01;Jeudi;13:00:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;8995
2017-06-01;Jeudi;13:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;4917
2017-06-01;Jeudi;13:30:00;Zone FIMU;Present;Resident;Periode evenement;1816
2017-06-01;Jeudi;13:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;2749
2017-06-01;Jeudi;14:00:00;Zone FIMU;Present;Resident;Periode evenement;9610
2017-06-01;Jeudi;14:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;7730
2017-06-01;Jeudi;14:30:00;Zone FIMU;Present;Resident;Periode evenement;9781
2017-06-01;Jeudi;14:30:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;7291
2017-06-01;Jeudi;14:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;8717
2017-06-01;Jeudi;15:00:00;Zone FIMU;Present;Resident;Periode evenement;8773
2017-06-01;Jeudi;15:00:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;1524
2017-06-01;Jeudi;15:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;8694
2017-06-01;Jeudi;15:30:00;Zone FIMU;Present;Resident;Periode evenement;2333
2017-06-01;Jeudi;15:30:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;7848
2017-06-01;Jeudi;15:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;2403
2017-06-01;Jeudi;16:00:00;Zone FIMU;Present;Resident;Periode evenement;1116
2017-06-01;Jeudi;16:00:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;6968
2017-06-01;Jeudi;16:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;4485
2017-06-01;Jeudi;16:30:00;Zone FIMU;Present;Resident;Periode evenement;2195
2017-06-01;Jeudi;16:30:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;1678
2017-06-01;Jeudi;16:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;3186
2017-06-01;Jeudi;17:00:00;Zone FIMU;Present;Resident;Periode evenement;124
2017-06-01;Jeudi;17:00:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;2618
2017-06-01;Jeudi;17:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;747
2017-06-01;Jeudi;17:30:00;Zone FIMU;Present;Resident;Periode evenement;134
2017-06-01;Jeudi;17:30:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;6847
2017-06-01;Jeudi;17:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;9633
2017-06-01;Jeudi;18:00:00;Zone FIMU;Present;Resident;Periode evenement;5509
2017-06-01;Jeudi;18:00:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;1759
2017-06-01;Jeudi;18:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;3814
2017-06-01;Jeudi;18:30:00;Zone FIMU;Present;Resident;Periode evenement;9360
2017-06-01;Jeudi;18:30:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;2018
2017-06-01;Jeudi;18:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;5766
2017-06-01;Jeudi;19:00:00;Zone FIMU;Present;Resident;Periode evenement;9249
2017-06-01;Jeudi;19:00:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;9191
2017-06-01;Jeudi;19:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;8161
2017-06-01;Jeudi;19:30:00;Zone FIMU;Present;Resident;Periode evenement;2491
2017-06-01;Jeudi;19:30:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;8751
2017-06-01;Jeudi;19:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;4085
2017-06-01;Jeudi;20:00:00;Zone FIMU;Present;Resident;Periode evenement;5590
2017-06-01;Jeudi;20:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;379
2017-06-01;Jeudi;20:30:00;Zone FIMU;Present;Resident;Periode evenement;6755
2017-06-01;Jeudi;20:30:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;4929
2017-06-01;Jeudi;20:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;4088
2017-06-01;Jeudi;21:00:00;Zone FIMU;Present;Resident;Periode evenement;4760
2017-06-01;Jeudi;21:00:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;4590
2017-06-01;Jeudi;21:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;6982
2017-06-01;Jeudi;21:30:00;Zone FIMU;Present;Resident;Periode evenement;9030
2017-06-01;Jeudi;21:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;1574
2017-06-01;Jeudi;22:00:00;Zone FIMU;Present;Resident;Periode evenement;8405
2017-06-01;Jeudi;22:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;4994
2017-06-01;Jeudi;22:30:00;Zone FIMU;Present;Resident;Periode evenement;1166
2017-06-01;Jeudi;22:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;2520
2017-06-01;Jeudi;23:00:00;Zone FIMU;Present;Resident;Periode evenement;3746
2017-06-01;Jeudi;23:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;3511
2017-06-01;Jeudi;23:30:00;Zone FIMU;Present;Resident;Periode evenement;5197
2017-06-01;Jeudi;23:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;8631
2017-06-02;Vendredi;00:00:00;Zone FIMU;Present;Resident;Periode evenement;3514
2017-06-02;Vendredi;00:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;6268
2017-06-02;Vendredi;00:30:00;Zone FIMU;Present;Resident;Periode evenement;3995
2017-06-02;Vendredi;00:30:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;4268
2017-06-02;Vendredi;00:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;6615
2017-06-02;Vendredi;01:00:00;Zone FIMU;Present;Resident;Periode evenement;1233
2017-06-02;Vendredi;01:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;759
2017-06-02;Vendredi;01:30:00;Zone FIMU;Present;Resident;Periode evenement;7857
2017-06-02;Vendredi;01:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;4676
2017-06-02;Vendredi;02:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;6593
2017-06-02;Vendredi;02:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;8589
2017-06-02;Vendredi;03:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;1105
2017-06-02;Vendredi;04:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;975
2017-06-02;Vendredi;04:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;4925
2017-06-02;Vendredi;05:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;8111
2017-06-02;Vendredi;05:30:00;Zone FIMU;Present;Resident;Periode evenement;666
2017-06-02;Vendredi;06:00:00;Zone FIMU;Present;Resident;Periode evenement;2686
2017-06-02;Vendredi;06:00:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;6448
2017-06-02;Vendredi;06:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;3645
2017-06-02;Vendredi;06:30:00;Zone FIMU;Present;Resident;Periode evenement;1894
2017-06-02;Vendredi;06:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;6782
2017-06-02;Vendredi;07:00:00;Zone FIMU;Present;Resident;Periode evenement;5651
2017-06-02;Vendredi;07:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;5037
2017-06-02;Vendredi;07:30:00;Zone FIMU;Present;Resident;Periode evenement;1849
2017-06-02;Vendredi;07:30:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;8592
2017-06-02;Vendredi;07:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;4922
2017-06-02;Vendredi;08:00:00;Zone FIMU;Present;Resident;Periode evenement;2049
2017-06-02;Vendredi;08:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;5786
2017-06-02;Vendredi;08:30:00;Zone FIMU;Present;Resident;Periode evenement;1580
2017-06-02;Vendredi;08:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;4123
2017-06-02;Vendredi;09:00:00;Zone FIMU;Present;Resident;Periode evenement;4232
2017-06-02;Vendredi;09:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;1571
2017-06-02;Vendredi;09:30:00;Zone FIMU;Present;Resident;Periode evenement;7023
2017-06-02;Vendredi;09:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;9224
2017-06-02;Vendredi;10:00:00;Zone FIMU;Present;Resident;Periode evenement;726
2017-06-02;Vendredi;10:00:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;9515
2017-06-02;Vendredi;10:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;8879
2017-06-02;Vendredi;10:30:00;Zone FIMU;Present;Resident;Periode evenement;8989
2017-06-02;Vendredi;10:30:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;9499
2017-06-02;Vendredi;10:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;4966
2017-06-02;Vendredi;11:00:00;Zone FIMU;Present;Resident;Periode evenement;6659
2017-06-02;Vendredi;11:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;2914
2017-06-02;Vendredi;11:30:00;Zone FIMU;Present;Resident;Periode evenement;5087
2017-06-02;Vendredi;11:30:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;4247
2017-06-02;Vendredi;11:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;1832
2017-06-02;Vendredi;12:00:00;Zone FIMU;Present;Resident;Periode evenement;9493
2017-06-02;Vendredi;12:00:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;9737
2017-06-02;Vendredi;12:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;6740
2017-06-02;Vendredi;12:30:00;Zone FIMU;Present;Resident;Periode evenement;7089
2017-06-02;Vendredi;12:30:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;3538
2017-06-02;Vendredi;12:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;3669
2017-06-02;Vendredi;13:00:00;Zone FIMU;Present;Resident;Periode evenement;1483
2017-06-02;Vendredi;13:00:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;424
2017-06-02;Vendredi;13:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;9163
2017-06-02;Vendredi;13:30:00;Zone FIMU;Present;Resident;Periode evenement;3645
2017-06-02;Vendredi;13:30:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;4121
2017-06-02;Vendredi;13:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;4580
2017-06-02;Vendredi;14:00:00;Zone FIMU;Present;Resident;Periode evenement;9051
2017-06-02;Vendredi;14:00:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;4635
2017-06-02;Vendredi;14:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;9291
2017-06-02;Vendredi;14:30:00;Zone FIMU;Present;Resident;Periode evenement;8438
2017-06-02;Vendredi;14:30:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;4633
2017-06-02;Vendredi;14:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;7965
2017-06-02;Vendredi;15:00:00;Zone FIMU;Present;Resident;Periode evenement;5832
2017-06-02;Vendredi;15:00:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;4138
2017-06-02;Vendredi;15:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;8218
2017-06-02;Vendredi;15:30:00;Zone FIMU;Present;Resident;Periode evenement;4335
2017-06-02;Vendredi;15:30:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;5364
2017-06-02;Vendredi;15:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;1598
2017-06-02;Vendredi;16:00:00;Zone FIMU;Present;Resident;Periode evenement;9960
2017-06-02;Vendredi;16:00:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;7343
2017-06-02;Vendredi;16:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;7211
2017-06-02;Vendredi;16:30:00;Zone FIMU;Present;Resident;Periode evenement;7667
2017-06-02;Vendredi;16:30:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;9639
2017-06-02;Vendredi;16:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;9528
2017-06-02;Vendredi;17:00:00;Zone FIMU;Present;Resident;Periode evenement;7245
2017-06-02;Vendredi;17:00:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;7817
2017-06-02;Vendredi;17:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;6686
2017-06-02;Vendredi;17:30:00;Zone FIMU;Present;Resident;Periode evenement;1364
2017-06-02;Vendredi;17:30:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;7910
2017-06-02;Vendredi;17:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;2460
2017-06-02;Vendredi;18:00:00;Zone FIMU;Present;Resident;Periode evenement;548
2017-06-02;Vendredi;18:00:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;4142
2017-06-02;Vendredi;18:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;1275
2017-06-02;Vendredi;18:30:00;Zone FIMU;Present;Resident;Periode evenement;2873
2017-06-02;Vendredi;18:30:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;2054
2017-06-02;Vendredi;18:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;563
2017-06-02;Vendredi;19:00:00;Zone FIMU;Present;Resident;Periode evenement;9807
2017-06-02;Vendredi;19:00:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;1247
2017-06-02;Vendredi;19:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;6474
2017-06-02;Vendredi;19:30:00;Zone FIMU;Present;Resident;Periode evenement;3945
2017-06-02;Vendredi;19:30:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;3530
2017-06-02;Vendredi;19:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;6248
2017-06-02;Vendredi;20:00:00;Zone FIMU;Present;Resident;Periode evenement;6726
2017-06-02;Vendredi;20:00:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;1349
2017-06-02;Vendredi;20:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;8315
2017-06-02;Vendredi;20:30:00;Zone FIMU;Present;Resident;Periode evenement;9391
2017-06-02;Vendredi;20:30:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;4857
2017-06-02;Vendredi;20:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;2339
2017-06-02;Vendredi;21:00:00;Zone FIMU;Present;Resident;Periode evenement;7273
2017-06-02;Vendredi;21:00:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;477
2017-06-02;Vendredi;21:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;486
2017-06-02;Vendredi;21:30:00;Zone FIMU;Present;Resident;Periode evenement;629
2017-06-02;Vendredi;21:30:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;7958
2017-06-02;Vendredi;21:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;5603
2017-06-02;Vendredi;22:00:00;Zone FIMU;Present;Resident;Periode evenement;1829
2017-06-02;Vendredi;22:00:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;1133
2017-06-02;Vendredi;22:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;5811
2017-06-02;Vendredi;22:30:00;Zone FIMU;Present;Resident;Periode evenement;6942
2017-06-02;Vendredi;22:30:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;3031
2017-06-02;Vendredi;22:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;5695
2017-06-02;Vendredi;23:00:00;Zone FIMU;Present;Resident;Periode evenement;6416
2017-06-02;Vendredi;23:00:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;4224
2017-06-02;Vendredi;23:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;2026
2017-06-02;Vendredi;23:30:00;Zone FIMU;Present;Resident;Periode evenement;7872
2017-06-02;Vendredi;23:30:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;8576
2017-06-02;Vendredi;23:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;2659
2017-06-03;Samedi;00:00:00;Zone FIMU;Present;Resident;Periode evenement;6028
2017-06-03;Samedi;00:00:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;5392
2017-06-03;Samedi;00:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;1168
2017-06-03;Samedi;00:30:00;Zone FIMU;Present;Resident;Periode evenement;3408
2017-06-03;Samedi;00:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;6723
2017-06-03;Samedi;01:00:00;Zone FIMU;Present;Resident;Periode evenement;7727
2017-06-03;Samedi;01:00:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;6993
2017-06-03;Samedi;01:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;695
2017-06-03;Samedi;01:30:00;Zone FIMU;Present;Resident;Periode evenement;9449
2017-06-03;Samedi;01:30:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;6568
2017-06-03;Samedi;01:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;8908
2017-06-03;Samedi;02:00:00;Zone FIMU;Present;Resident;Periode evenement;4619
2017-06-03;Samedi;02:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;4955
2017-06-03;Samedi;02:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;1886
2017-06-03;Samedi;03:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;5153
2017-06-03;Samedi;03:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;747
2017-06-03;Samedi;04:00:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;4450
2017-06-03;Samedi;04:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;892
2017-06-03;Samedi;04:30:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;8732
2017-06-03;Samedi;04:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;7453
2017-06-03;Samedi;06:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;1064
2017-06-03;Samedi;06:30:00;Zone FIMU;Present;Resident;Periode evenement;8267
2017-06-03;Samedi;07:00:00;Zone FIMU;Present;Resident;Periode evenement;546
2017-06-03;Samedi;07:00:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;2163
2017-06-03;Samedi;07:00:00;Zone FIMU;Present;Touriste Français;Periode evenement;7657
2017-06-03;Samedi;07:30:00;Zone FIMU;Present;Resident;Periode evenement;6205
2017-06-03;Samedi;07:30:00;Zone FIMU;Present;Touriste Etranger;Periode evenement;2302
2017-06-03;Samedi;07:30:00;Zone FIMU;Present;Touriste Français;Periode evenement;2328
2017-06-03;Samedi;08:00:00;Zone FIMU;Present;Resident;Periode evenement;4410
