Date;JourDeLaSemaine;ZoneAnalyse;Age;CategorieVisiteurs;TypeDeVisite;TypeDeJour;Volume
2017-06-01;Jeudi;Zone FIMU;>65;Touriste Français;Excursionniste;Periode evenement;8602
2017-06-01;Jeudi;Zone FIMU;>65;Touriste Français;Visiteur;Periode evenement;3210
2017-06-02;Vendredi;Zone FIMU;18-24;Resident;Excursionniste;Periode evenement;6130
2017-06-02;Vendredi;Zone FIMU;18-24;Resident;Visiteur;Periode evenement;8275
2017-06-02;Vendredi;Zone FIMU;18-24;Touriste Français;Excursionniste;Periode evenement;8265
2017-06-02;Vendredi;Zone FIMU;18-24;Touriste Français;Visiteur;Periode evenement;828
2017-06-02;Vendredi;Zone FIMU;25-34;Resident;Excursionniste;Periode evenement;9719
2017-06-02;Vendredi;Zone FIMU;25-34;Resident;Visiteur;Periode evenement;7204
2017-06-02;Vendredi;Zone FIMU;25-34;Touriste Français;Excursionniste;Periode evenement;3951
2017-06-02;Vendredi;Zone FIMU;25-34;Touriste Français;Visiteur;Periode evenement;1643
2017-06-02;Vendredi;Zone FIMU;35-44;Resident;Excursionniste;Periode evenement;916
2017-06-02;Vendredi;Zone FIMU;35-44;Resident;Visiteur;Periode evenement;3141
2017-06-02;Vendredi;Zone FIMU;35-44;Touriste Français;Excursionniste;Periode evenement;4498
2017-06-02;Vendredi;Zone FIMU;35-44;Touriste Français;Visiteur;Periode evenement;8342
2017-06-02;Vendredi;Zone FIMU;45-54;Resident;Excursionniste;Periode evenement;8479
2017-06-02;Vendredi;Zone FIMU;45-54;Resident;Visiteur;Periode evenement;9114
2017-06-02;Vendredi;Zone FIMU;45-54;Touriste Français;Excursionniste;Periode evenement;8540
2017-06-02;Vendredi;Zone FIMU;45-54;Touriste Français;Visiteur;Periode evenement;2047
2017-06-02;Vendredi;Zone FIMU;55-64;Resident;Excursionniste;Periode evenement;9479
2017-06-02;Vendredi;Zone FIMU;55-64;Resident;Visiteur;Periode evenement;7763
2017-06-02;Vendredi;Zone FIMU;55-64;Touriste Français;Excursionniste;Periode evenement;7303
2017-06-02;Vendredi;Zone FIMU;55-64;Touriste Français;Visiteur;Periode evenement;6318
2017-06-02;Vendredi;Zone FIMU;<18;Resident;Excursionniste;Periode evenement;8797
2017-06-02;Vendredi;Zone FIMU;<18;Resident;Visiteur;Periode evenement;8884
2017-06-02;Vendredi;Zone FIMU;<18;Touriste Français;Excursionniste;Periode evenement;2609
2017-06-02;Vendredi;Zone FIMU;<18;Touriste Français;Visiteur;Periode evenement;1416
2017-06-02;Vendredi;Zone FIMU;>65;Resident;Excursionniste;Periode evenement;6274
2017-06-02;Vendredi;Zone FIMU;>65;Resident;Visiteur;Periode evenement;9694
2017-06-02;Vendredi;Zone FIMU;>65;Touriste Français;Excursionniste;Periode evenement;7493
2017-06-02;Vendredi;Zone FIMU;>65;Touriste Français;Visiteur;Periode evenement;48
2017-06-03;Samedi;Zone FIMU;18-24;Resident;Excursionniste;Periode evenement;3960
2017-06-03;Samedi;Zone FIMU;18-24;Resident;Visiteur;Periode evenement;562
2017-06-03;Samedi;Zone FIMU;18-24;Touriste Français;Excursionniste;Periode evenement;9442
2017-06-03;Samedi;Zone FIMU;18-24;Touriste Français;Visiteur;Periode evenement;2667
2017-06-03;Samedi;Zone FIMU;25-34;Resident;Excursionniste;Periode evenement;2532
2017-06-03;Samedi;Zone FIMU;25-34;Resident;Visiteur;Periode evenement;7674
2017-06-03;Samedi;Zone FIMU;25-34;Touriste Français;Excursionniste;Periode evenement;636
2017-06-03;Samedi;Zone FIMU;25-34;Touriste Français;Visiteur;Periode evenement;1845
2017-06-03;Samedi;Zone FIMU;35-44;Resident;Excursionniste;Periode evenement;7869
2017-06-03;Samedi;Zone FIMU;35-44;Resident;Visiteur;Periode evenement;4153
2017-06-03;Samedi;Zone FIMU;35-44;Touriste Français;Excursionniste;Periode evenement;6571
2017-06-03;Samedi;Zone FIMU;35-44;Touriste Français;Visiteur;Periode evenement;9037
2017-06-03;Samedi;Zone FIMU;45-54;Resident;Excursionniste;Periode evenement;9779
2017-06-03;Samedi;Zone FIMU;45-54;Resident;Visiteur;Periode evenement;8174
2017-06-03;Samedi;Zone FIMU;45-54;Touriste Français;Excursionniste;Periode evenement;5311
2017-06-03;Samedi;Zone FIMU;45-54;Touriste Français;Visiteur;Periode evenement;2263
2017-06-03;Samedi;Zone FIMU;55-64;Resident;Excursionniste;Periode evenement;5612
2017-06-03;Samedi;Zone FIMU;55-64;Resident;Visiteur;Periode evenement;2049
2017-06-03;Samedi;Zone FIMU;55-64;Touriste Français;Excursionniste;Periode evenement;9311
2017-06-03;Samedi;Zone FIMU;55-64;Touriste Français;Visiteur;Periode evenement;3397
2017-06-03;Samedi;Zone FIMU;<18;Resident;Excursionniste;Periode evenement;129
2017-06-03;Samedi;Zone FIMU;<18;Resident;Visiteur;Periode evenement;8833
2017-06-03;Samedi;Zone FIMU;<18;Touriste Français;Excursionniste;Periode evenement;8097
2017-06-03;Samedi;Zone FIMU;<18;Touriste Français;Visiteur;Periode evenement;9402
2017-06-03;Samedi;Zone FIMU;>65;Resident;Excursionniste;Periode evenement;6751
2017-06-03;Samedi;Zone FIMU;>65;Resident;Visiteur;Periode evenement;4925
2017-06-03;Samedi;Zone FIMU;>65;Touriste Français;Excursionniste;Periode evenement;8621
2017-06-03;Samedi;Zone FIMU;>65;Touriste Français;Visiteur;Periode evenement;8301
2017-06-04;Dimanche;Zone FIMU;18-24;Resident;Excursionniste;Periode evenement;1903
2017-06-04;Dimanche;Zone FIMU;18-24;Resident;Visiteur;Periode evenement;8298
2017-06-04;Dimanche;Zone FIMU;18-24;Touriste Français;Excursionniste;Periode evenement;288
2017-06-04;Dimanche;Zone FIMU;18-24;Touriste Français;Visiteur;Periode evenement;5882
2017-06-04;Dimanche;Zone FIMU;25-34;Resident;Excursionniste;Periode evenement;3372
2017-06-04;Dimanche;Zone FIMU;25-34;Resident;Visiteur;Periode evenement;4466
2017-06-04;Dimanche;Zone FIMU;25-34;Touriste Français;Excursionniste;Periode evenement;803
2017-06-04;Dimanche;Zone FIMU;25-34;Touriste Français;Visiteur;Periode evenement;8178
2017-06-04;Dimanche;Zone FIMU;35-44;Resident;Excursionniste;Periode evenement;3210
2017-06-04;Dimanche;Zone FIMU;35-44;Resident;Visiteur;Periode evenement;6169
2017-06-04;Dimanche;Zone FIMU;35-44;Touriste Français;Excursionniste;Periode evenement;606
2017-06-04;Dimanche;Zone FIMU;35-44;Touriste Français;Visiteur;Periode evenement;907
2017-06-04;Dimanche;Zone FIMU;45-54;Resident;Excursionniste;Periode evenement;5825
2017-06-04;Dimanche;Zone FIMU;45-54;Resident;Visiteur;Periode evenement;4948
2017-06-04;Dimanche;Zone FIMU;45-54;Touriste Français;Excursionniste;Periode evenement;38
2017-06-04;Dimanche;Zone FIMU;45-54;Touriste Français;Visiteur;Periode evenement;5350
2017-06-04;Dimanche;Zone FIMU;55-64;Resident;Excursionniste;Periode evenement;7901
2017-06-04;Dimanche;Zone FIMU;55-64;Resident;Visiteur;Periode evenement;8124
2017-06-04;Dimanche;Zone FIMU;55-64;Touriste Français;Excursionniste;Periode evenement;1309
2017-06-04;Dimanche;Zone FIMU;55-64;Touriste Français;Visiteur;Periode evenement;3929
2017-06-04;Dimanche;Zone FIMU;<18;Resident;Excursionniste;Periode evenement;8697
2017-06-04;Dimanche;Zone FIMU;<18;Resident;Visiteur;Periode evenement;3792
2017-06-04;Dimanche;Zone FIMU;<18;Touriste Français;Excursionniste;Periode evenement;48
2017-06-04;Dimanche;Zone FIMU;<18;Touriste Français;Visiteur;Periode evenement;6413
2017-06-04;Dimanche;Zone FIMU;>65;Resident;Excursionniste;Periode evenement;1728
2017-06-04;Dimanche;Zone FIMU;>65;Resident;Visiteur;Periode evenement;3929
2017-06-04;Dimanche;Zone FIMU;>65;Touriste Français;Excursionniste;Periode evenement;7385
2017-06-04;Dimanche;Zone FIMU;>65;Touriste Français;Visiteur;Periode evenement;4148
2017-06-05;Lundi;Zone FIMU;18-24;Resident;Excursionniste;Periode evenement;5744
2017-06-05;Lundi;Zone FIMU;18-24;Resident;Visiteur;Periode evenement;5846
2017-06-05;Lundi;Zone FIMU;18-24;Touriste Français;Excursionniste;Periode evenement;4992
2017-06-05;Lundi;Zone FIMU;18-24;Touriste Français;Visiteur;Periode evenement;8617
2017-06-05;Lundi;Zone FIMU;25-34;Resident;Excursionniste;Periode evenement;5290
2017-06-05;Lundi;Zone FIMU;25-34;Resident;Visiteur;Periode evenement;6062
2017-06-05;Lundi;Zone FIMU;25-34;Touriste Français;Excursionniste;Periode evenement;9507
2017-06-05;Lundi;Zone FIMU;25-34;Touriste Français;Visiteur;Periode evenement;7107
2017-06-05;Lundi;Zone FIMU;35-44;Resident;Excursionniste;Periode evenement;9056
2017-06-05;Lundi;Zone FIMU;35-44;Resident;Visiteur;Periode evenement;2969
2017-06-05;Lundi;Zone FIMU;35-44;Touriste Français;Excursionniste;Periode evenement;4440
2017-06-05;Lundi;Zone FIMU;35-44;Touriste Français;Visiteur;Periode evenement;4145
2017-06-05;Lundi;Zone FIMU;45-54;Resident;Excursionniste;Periode evenement;90
2017-06-05;Lundi;Zone FIMU;45-54;Resident;Visiteur;Periode evenement;9659
2017-06-05;Lundi;Zone FIMU;45-54;Touriste Français;Excursionniste;Periode evenement;162
2017-06-05;Lundi;Zone FIMU;45-54;Touriste Français;Visiteur;Periode evenement;3383
2017-06-05;Lundi;Zone FIMU;55-64;Resident;Excursionniste;Periode evenement;7911
2017-06-05;Lundi;Zone FIMU;55-64;Resident;Visiteur;Periode evenement;576
2017-06-05;Lundi;Zone FIMU;55-64;Touriste Français;Excursionniste;Periode evenement;8141
2017-06-05;Lundi;Zone FIMU;55-64;Touriste Français;Visiteur;Periode evenement;4493
2017-06-05;Lundi;Zone FIMU;<18;Resident;Excursionniste;Periode evenement;6851
2017-06-05;Lundi;Zone FIMU;<18;Resident;Visiteur;Periode evenement;698
2017-06-05;Lundi;Zone FIMU;<18;Touriste Français;Excursionniste;Periode evenement;1293
2017-06-05;Lundi;Zone FIMU;<18;Touriste Français;Visiteur;Periode evenement;7383
2017-06-05;Lundi;Zone FIMU;>65;Resident;Excursionniste;Periode evenement;6600
2017-06-05;Lundi;Zone FIMU;>65;Resident;Visiteur;Periode evenement;8603
2017-06-05;Lundi;Zone FIMU;>65;Touriste Français;Excursionniste;Periode evenement;5651
2017-06-05;Lundi;Zone FIMU;>65;Touriste Français;Visiteur;Periode evenement;1450
2017-06-06;Mardi;Zone FIMU;18-24;Resident;Excursionniste;Periode normale;4447
2017-06-06;Mardi;Zone FIMU;18-24;Resident;Visiteur;Periode normale;1562
2017-06-06;Mardi;Zone FIMU;18-24;Touriste Français;Excursionniste;Periode normale;7132
2017-06-06;Mardi;Zone FIMU;18-24;Touriste Français;Visiteur;Periode normale;371
2017-06-06;Mardi;Zone FIMU;25-34;Resident;Excursionniste;Periode normale;5893
2017-06-06;Mardi;Zone FIMU;25-34;Resident;Visiteur;Periode normale;4554
2017-06-06;Mardi;Zone FIMU;25-34;Touriste Français;Excursionniste;Periode normale;865
2017-06-06;Mardi;Zone FIMU;25-34;Touriste Français;Visiteur;Periode normale;4784
2017-06-06;Mardi;Zone FIMU;35-44;Resident;Excursionniste;Periode normale;9009
2017-06-06;Mardi;Zone FIMU;35-44;Resident;Visiteur;Periode normale;7105
2017-06-06;Mardi;Zone FIMU;35-44;Touriste Français;Excursionniste;Periode normale;2128
2017-06-06;Mardi;Zone FIMU;35-44;Touriste Français;Visiteur;Periode normale;8432
2017-06-06;Mardi;Zone FIMU;45-54;Resident;Excursionniste;Periode normale;5902
2017-06-06;Mardi;Zone FIMU;45-54;Resident;Visiteur;Periode normale;5446
2017-06-06;Mardi;Zone FIMU;45-54;Touriste Français;Excursionniste;Periode normale;7914
2017-06-06;Mardi;Zone FIMU;45-54;Touriste Français;Visiteur;Periode normale;4163
2017-06-06;Mardi;Zone FIMU;55-64;Resident;Excursionniste;Periode normale;7387
2017-06-06;Mardi;Zone FIMU;55-64;Resident;Visiteur;Periode normale;8677
2017-06-06;Mardi;Zone FIMU;55-64;Touriste Français;Excursionniste;Periode normale;28
2017-06-06;Mardi;Zone FIMU;55-64;Touriste Français;Visiteur;Periode normale;6565
2017-06-06;Mardi;Zone FIMU;<18;Resident;Excursionniste;Periode normale;5524
2017-06-06;Mardi;Zone FIMU;<18;Resident;Visiteur;Periode normale;125
2017-06-06;Mardi;Zone FIMU;<18;Touriste Français;Excursionniste;Periode normale;7974
2017-06-06;Mardi;Zone FIMU;<18;Touriste Français;Visiteur;Periode normale;6379
2017-06-06;Mardi;Zone FIMU;>65;Resident;Excursionniste;Periode normale;7371
2017-06-06;Mardi;Zone FIMU;>65;Resident;Visiteur;Periode normale;3618
2017-06-06;Mardi;Zone FIMU;>65;Touriste Français;Excursionniste;Periode normale;4497
2017-06-06;Mardi;Zone FIMU;>65;Touriste Français;Visiteur;Periode normale;1420
2017-06-07;Mercredi;Zone FIMU;18-24;Resident;Excursionniste;Periode normale;7274
2017-06-07;Mercredi;Zone FIMU;18-24;Resident;Visiteur;Periode normale;632
2017-06-07;Mercredi;Zone FIMU;18-24;Touriste Français;Excursionniste;Periode normale;3598
2017-06-07;Mercredi;Zone FIMU;18-24;Touriste Français;Visiteur;Periode normale;7620
2017-06-07;Mercredi;Zone FIMU;25-34;Resident;Excursionniste;Periode normale;7587
2017-06-07;Mercredi;Zone FIMU;25-34;Resident;Visiteur;Periode normale;605
2017-06-07;Mercredi;Zone FIMU;25-34;Touriste Français;Excursionniste;Periode normale;7653
2017-06-07;Mercredi;Zone FIMU;25-34;Touriste Français;Visiteur;Periode normale;5835
2017-06-07;Mercredi;Zone FIMU;35-44;Resident;Excursionniste;Periode normale;1982
2017-06-07;Mercredi;Zone FIMU;35-44;Resident;Visiteur;Periode normale;2498
2017-06-07;Mercredi;Zone FIMU;35-44;Touriste Français;Excursionniste;Periode normale;2118
2017-06-07;Mercredi;Zone FIMU;35-44;Touriste Français;Visiteur;Periode normale;262
2017-06-07;Mercredi;Zone FIMU;45-54;Resident;Excursionniste;Periode normale;3878
2017-06-07;Mercredi;Zone FIMU;45-54;Resident;Visiteur;Periode normale;8267
2017-06-07;Mercredi;Zone FIMU;45-54;Touriste Français;Excursionniste;Periode normale;907
2017-06-07;Mercredi;Zone FIMU;45-54;Touriste Français;Visiteur;Periode normale;2255
2017-06-07;Mercredi;Zone FIMU;55-64;Resident;Excursionniste;Periode normale;3795
2017-06-07;Mercredi;Zone FIMU;55-64;Resident;Visiteur;Periode normale;6341
2017-06-07;Mercredi;Zone FIMU;55-64;Touriste Français;Excursionniste;Periode normale;2039
2017-06-07;Mercredi;Zone FIMU;55-64;Touriste Français;Visiteur;Periode normale;1373
2017-06-07;Mercredi;Zone FIMU;<18;Resident;Excursionniste;Periode normale;4125
2017-06-07;Mercredi;Zone FIMU;<18;Resident;Visiteur;Periode normale;7280
2017-06-07;Mercredi;Zone FIMU;<18;Touriste Français;Excursionniste;Periode normale;3704
2017-06-07;Mercredi;Zone FIMU;<18;Touriste Français;Visiteur;Periode normale;8468
2017-06-07;Mercredi;Zone FIMU;>65;Resident;Excursionniste;Periode normale;5509
2017-06-07;Mercredi;Zone FIMU;>65;Resident;Visiteur;Periode normale;3276
2017-06-07;Mercredi;Zone FIMU;>65;Touriste Français;Excursionniste;Periode normale;1048
2017-06-07;Mercredi;Zone FIMU;>65;Touriste Français;Visiteur;Periode normale;2058
2017-06-08;Jeudi;Zone FIMU;18-24;Resident;Excursionniste;Periode normale;2530
2017-06-08;Jeudi;Zone FIMU;18-24;Resident;Visiteur;Periode normale;1371
2017-06-08;Jeudi;Zone FIMU;18-24;Touriste Français;Excursionniste;Periode normale;4394
2017-06-08;Jeudi;Zone FIMU;18-24;Touriste Français;Visiteur;Periode normale;8984
2017-06-08;Jeudi;Zone FIMU;25-34;Resident;Excursionniste;Periode normale;7501
2017-06-08;Jeudi;Zone FIMU;25-34;Resident;Visiteur;Periode normale;8650
2017-06-08;Jeudi;Zone FIMU;25-34;Touriste Français;Excursionniste;Periode normale;6685
2017-06-08;Jeudi;Zone FIMU;25-34;Touriste Français;Visiteur;Periode normale;6214
2017-06-08;Jeudi;Zone FIMU;35-44;Resident;Excursionniste;Periode normale;5047
2017-06-08;Jeudi;Zone FIMU;35-44;Resident;Visiteur;Periode normale;3553
2017-06-08;Jeudi;Zone FIMU;35-44;Touriste Français;Excursionniste;Periode normale;256
2017-06-08;Jeudi;Zone FIMU;35-44;Touriste Français;Visiteur;Periode normale;4917
2017-06-08;Jeudi;Zone FIMU;45-54;Resident;Excursionniste;Periode normale;5668
2017-06-08;Jeudi;Zone FIMU;45-54;Resident;Visiteur;Periode normale;8872
2017-06-08;Jeudi;Zone FIMU;45-54;Touriste Français;Excursionniste;Periode normale;9302
2017-06-08;Jeudi;Zone FIMU;45-54;Touriste Français;Visiteur;Periode normale;7753
2017-06-08;Jeudi;Zone FIMU;55-64;Resident;Excursionniste;Periode normale;5261
2017-06-08;Jeudi;Zone FIMU;55-64;Resident;Visiteur;Periode normale;5701
2017-06-08;Jeudi;Zone FIMU;55-64;Touriste Français;Excursionniste;Periode normale;9884
2017-06-08;Jeudi;Zone FIMU;55-64;Touriste Français;Visiteur;Periode normale;7113
2017-06-08;Jeudi;Zone FIMU;<18;Resident;Excursionniste;Periode normale;1153
2017-06-08;Jeudi;Zone FIMU;<18;Resident;Visiteur;Periode normale;7526
2017-06-08;Jeudi;Zone FIMU;<18;Touriste Français;Excursionniste;Periode normale;9661
2017-06-08;Jeudi;Zone FIMU;<18;Touriste Français;Visiteur;Periode normale;875
2017-06-08;Jeudi;Zone FIMU;>65;Resident;Excursionniste;Periode normale;1859
2017-06-08;Jeudi;Zone FIMU;>65;Resident;Visiteur;Periode normale;8575
2017-06-08;Jeudi;Zone FIMU;>65;Touriste Français;Excursionniste;Periode normale;767
2017-06-08;Jeudi;Zone FIMU;>65;Touriste Français;Visiteur;Periode normale;3082
2017-06-09;Vendredi;Zone FIMU;18-24;Resident;Excursionniste;Periode normale;9670
2017-06-09;Vendredi;Zone FIMU;18-24;Resident;Visiteur;Periode normale;7162
2017-06-09;Vendredi;Zone FIMU;18-24;Touriste Français;Excursionniste;Periode normale;6901
2017-06-09;Vendredi;Zone FIMU;18-24;Touriste Français;Visiteur;Periode normale;9766
2017-06-09;Vendredi;Zone FIMU;25-34;Resident;Excursionniste;Periode normale;7459
2017-06-09;Vendredi;Zone FIMU;25-34;Resident;Visiteur;Periode normale;4730
2017-06-09;Vendredi;Zone FIMU;25-34;Touriste Français;Excursionniste;Periode normale;8237
2017-06-09;Vendredi;Zone FIMU;25-34;Touriste Français;Visiteur;Periode normale;2612
2017-06-09;Vendredi;Zone FIMU;35-44;Resident;Excursionniste;Periode normale;7807
2017-06-09;Vendredi;Zone FIMU;35-44;Resident;Visiteur;Periode normale;931
2017-06-09;Vendredi;Zone FIMU;35-44;Touriste Français;Excursionniste;Periode normale;4567
2017-06-09;Vendredi;Zone FIMU;35-44;Touriste Français;Visiteur;Periode normale;8113
2017-06-09;Vendredi;Zone FIMU;45-54;Resident;Excursionniste;Periode normale;1636
2017-06-09;Vendredi;Zone FIMU;45-54;Resident;Visiteur;Periode normale;4108
2017-06-09;Vendredi;Zone FIMU;45-54;Touriste Français;Excursionniste;Periode normale;4043
2017-06-09;Vendredi;Zone FIMU;45-54;Touriste Français;Visiteur;Periode normale;2532
2017-06-09;Vendredi;Zone FIMU;55-64;Resident;Excursionniste;Periode normale;1377
2017-06-09;Vendredi;Zone FIMU;55-64;Resident;Visiteur;Periode normale;2615
2017-06-09;Vendredi;Zone FIMU;55-64;Touriste Français;Excursionniste;Periode normale;2158
2017-06-09;Vendredi;Zone FIMU;55-64;Touriste Français;Visiteur;Periode normale;5031
2017-06-09;Vendredi;Zone FIMU;<18;Resident;Excursionniste;Periode normale;1127
2017-06-09;Vendredi;Zone FIMU;<18;Resident;Visiteur;Periode normale;3452
2017-06-09;Vendredi;Zone FIMU;<18;Touriste Français;Excursionniste;Periode normale;7303
2017-06-09;Vendredi;Zone FIMU;<18;Touriste Français;Visiteur;Periode normale;3438
2017-06-09;Vendredi;Zone FIMU;>65;Resident;Excursionniste;Periode normale;820
2017-06-09;Vendredi;Zone FIMU;>65;Resident;Visiteur;Periode normale;4636
2017-06-09;Vendredi;Zone FIMU;>65;Touriste Français;Excursionniste;Periode normale;4007
2017-06-09;Vendredi;Zone FIMU;>65;Touriste Français;Visiteur;Periode normale;6369
2017-06-10;Samedi;Zone FIMU;18-24;Resident;Excursionniste;Periode normale;6408
2017-06-10;Samedi;Zone FIMU;18-24;Resident;Visiteur;Periode normale;8925
2017-06-10;Samedi;Zone FIMU;18-24;Touriste Français;Excursionniste;Periode normale;9253
2017-06-10;Samedi;Zone FIMU;18-24;Touriste Français;Visiteur;Periode normale;8375
2017-06-10;Samedi;Zone FIMU;25-34;Resident;Excursionniste;Periode normale;9270
2017-06-10;Samedi;Zone FIMU;25-34;Resident;Visiteur;Periode normale;1749
2017-06-10;Samedi;Zone FIMU;25-34;Touriste Français;Excursionniste;Periode normale;1360
2017-06-10;Samedi;Zone FIMU;25-34;Touriste Français;Visiteur;Periode normale;1109
2017-06-10;Samedi;Zone FIMU;35-44;Resident;Excursionniste;Periode normale;7900
2017-06-10;Samedi;Zone FIMU;35-44;Resident;Visiteur;Periode normale;7776
2017-06-10;Samedi;Zone FIMU;35-44;Touriste Français;Excursionniste;Periode normale;9566
2017-06-10;Samedi;Zone FIMU;35-44;Touriste Français;Visiteur;Periode normale;695
2017-06-10;Samedi;Zone FIMU;45-54;Resident;Excursionniste;Periode normale;9536
2017-06-10;Samedi;Zone FIMU;45-54;Resident;Visiteur;Periode normale;6427
2017-06-10;Samedi;Zone FIMU;45-54;Touriste Français;Excursionniste;Periode normale;2085
2017-06-10;Samedi;Zone FIMU;45-54;Touriste Français;Visiteur;Periode normale;1046
2017-06-10;Samedi;Zone FIMU;55-64;Resident;Excursionniste;Periode normale;7030
2017-06-10;Samedi;Zone FIMU;55-64;Resident;Visiteur;Periode normale;860
2017-06-10;Samedi;Zone FIMU;55-64;Touriste Français;Excursionniste;Periode normale;7136
2017-06-10;Samedi;Zone FIMU;55-64;Touriste Français;Visiteur;Periode normale;6685
2017-06-10;Samedi;Zone FIMU;<18;Resident;Excursionniste;Periode normale;6881
2017-06-10;Samedi;Zone FIMU;<18;Resident;Visiteur;Periode normale;228
2017-06-10;Samedi;Zone FIMU;<18;Touriste Français;Excursionniste;Periode normale;3052
2017-06-10;Samedi;Zone FIMU;<18;Touriste Français;Visiteur;Periode normale;8691
2017-06-10;Samedi;Zone FIMU;>65;Resident;Excursionniste;Periode normale;6341
2017-06-10;Samedi;Zone FIMU;>65;Resident;Visiteur;Periode normale;821
2017-06-10;Samedi;Zone FIMU;>65;Touriste Français;Excursionniste;Periode normale;3424
2017-06-10;Samedi;Zone FIMU;>65;Touriste Français;Visiteur;Periode normale;3375
2017-06-11;Dimanche;Zone FIMU;18-24;Resident;Excursionniste;Periode normale;4210
2017-06-11;Dimanche;Zone FIMU;18-24;Resident;Visiteur;Periode normale;4765
2017-06-11;Dimanche;Zone FIMU;18-24;Touriste Français;Excursionniste;Periode normale;483
2017-06-11;Dimanche;Zone FIMU;18-24;Touriste Français;Visiteur;Periode normale;195
2017-06-11;Dimanche;Zone FIMU;25-34;Resident;Excursionniste;Periode normale;7724
2017-06-11;Dimanche;Zone FIMU;25-34;Resident;Visiteur;Periode normale;1870
2017-06-11;Dimanche;Zone FIMU;25-34;Touriste Français;Excursionniste;Periode normale;7729
2017-06-11;Dimanche;Zone FIMU;25-34;Touriste Français;Visiteur;Periode normale;9704
2017-06-11;Dimanche;Zone FIMU;35-44;Resident;Excursionniste;Periode normale;6841
2017-06-11;Dimanche;Zone FIMU;35-44;Resident;Visiteur;Periode normale;7881
2017-06-11;Dimanche;Zone FIMU;35-44;Touriste Français;Excursionniste;Periode normale;4164
2017-06-11;Dimanche;Zone FIMU;35-44;Touriste Français;Visiteur;Periode normale;8313
2017-06-11;Dimanche;Zone FIMU;45-54;Resident;Excursionniste;Periode normale;1411
2017-06-11;Dimanche;Zone FIMU;45-54;Resident;Visiteur;Periode normale;6132
2017-06-11;Dimanche;Zone FIMU;45-54;Touriste Français;Excursionniste;Periode normale;6461
2017-06-11;Dimanche;Zone FIMU;45-54;Touriste Français;Visiteur;Periode normale;9536
2017-06-11;Dimanche;Zone FIMU;55-64;Resident;Excursionniste;Periode normale;9085
2017-06-11;Dimanche;Zone FIMU;55-64;Resident;Visiteur;Periode normale;5045
2017-06-11;Dimanche;Zone FIMU;55-64;Touriste Français;Excursionniste;Periode normale;4599
2017-06-11;Dimanche;Zone FIMU;55-64;Touriste Français;Visiteur;Periode normale;3752
2017-06-11;Dimanche;Zone FIMU;<18;Resident;Excursionniste;Periode normale;539
2017-06-11;Dimanche;Zone FIMU;<18;Resident;Visiteur;Periode normale;8320
2017-06-11;Dimanche;Zone FIMU;<18;Touriste Français;Excursionniste;Periode normale;2138
2017-06-11;Dimanche;Zone FIMU;<18;Touriste Français;Visiteur;Periode normale;1101
2017-06-11;Dimanche;Zone FIMU;>65;Resident;Excursionniste;Periode normale;4292
2017-06-11;Dimanche;Zone FIMU;>65;Resident;Visiteur;Periode normale;6997
2017-06-11;Dimanche;Zone FIMU;>65;Touriste Français;Excursionniste;Periode normale;219
2017-06-11;Dimanche;Zone FIMU;>65;Touriste Français;Visiteur;Periode normale;6753
2017-06-12;Lundi;Zone FIMU;18-24;Resident;Excursionniste;Periode normale;4563
2017-06-12;Lundi;Zone FIMU;18-24;Resident;Visiteur;Periode normale;9871
2017-06-12;Lundi;Zone FIMU;18-24;Touriste Français;Excursionniste;Periode normale;4982
2017-06-12;Lundi;Zone FIMU;18-24;Touriste Français;Visiteur;Periode normale;5700
2017-06-12;Lundi;Zone FIMU;25-34;Resident;Excursionniste;Periode normale;8069
2017-06-12;Lundi;Zone FIMU;25-34;Resident;Visiteur;Periode normale;9692
2017-06-12;Lundi;Zone FIMU;25-34;Touriste Français;Excursionniste;Periode normale;3043
2017-06-12;Lundi;Zone FIMU;25-34;Touriste Français;Visiteur;Periode normale;223
2017-06-12;Lundi;Zone FIMU;35-44;Resident;Excursionniste;Periode normale;4883
2017-06-12;Lundi;Zone FIMU;35-44;Resident;Visiteur;Periode normale;9852
2017-06-12;Lundi;Zone FIMU;35-44;Touriste Français;Excursionniste;Periode normale;7114
2017-06-12;Lundi;Zone FIMU;35-44;Touriste Français;Visiteur;Periode normale;6209
2017-06-12;Lundi;Zone FIMU;45-54;Resident;Excursionniste;Periode normale;4459
2017-06-12;Lundi;Zone FIMU;45-54;Resident;Visiteur;Periode normale;1510
2017-06-12;Lundi;Zone FIMU;45-54;Touriste Français;Excursionniste;Periode normale;3118
2017-06-12;Lundi;Zone FIMU;45-54;Touriste Français;Visiteur;Periode normale;2558
2017-06-12;Lundi;Zone FIMU;55-64;Resident;Excursionniste;Periode normale;7930
2017-06-12;Lundi;Zone FIMU;55-64;Resident;Visiteur;Periode normale;9409
2017-06-12;Lundi;Zone FIMU;55-64;Touriste Français;Excursionniste;Periode normale;5356
2017-06-12;Lundi;Zone FIMU;55-64;Touriste Français;Visiteur;Periode normale;417
2017-06-12;Lundi;Zone FIMU;<18;Resident;Excursionniste;Periode normale;4827
2017-06-12;Lundi;Zone FIMU;<18;Resident;Visiteur;Periode normale;7437
2017-06-12;Lundi;Zone FIMU;<18;Touriste Français;Excursionniste;Periode normale;8997
2017-06-12;Lundi;Zone FIMU;<18;Touriste Français;Visiteur;Periode normale;1828
